"consignee","product","weightKG"
"LIMSON TRADING 200 CONNECTICUT AVE","FULL CONTAINER LOAD(S) OF CANNEDPINEAPPLE PRODUCT WITH APPROX1,008 CASES PER CONTAINER,GORDON FOOD BRAND AS FOLLOWS :CHOICE TIDBIT IN JUICEAS PER PO# 19364, PO# 19365, PO#19366COUNTRY OF ORIGIN : INDONESIAFARM PRODUCTNET : 54975.00 KGHS 2008.20FDA-FFR # 1688 0364 266;FREIGHT PREPAIDFULL CONTAINER LOAD(S) OF CANNEDPINEAPPLE PRODUCT WITH APPROX1,008 CASES PER CONTAINER,GORDON FOOD BRAND AS FOLLOWS :CHOICE TIDBIT IN JUICEAS PER PO# 19364, PO# 19365, PO#19366COUNTRY OF ORIGIN : INDONESIAFARM PRODUCTNET : 54975.00 KGHS 2008.20FDA-FFR # 1688 0364 266;FREIGHT PREPAIDFULL CONTAINER LOAD(S) OF CANNEDPINEAPPLE PRODUCT WITH APPROX1,008 CASES PER CONTAINER,GORDON FOOD BRAND AS FOLLOWS :CHOICE TIDBIT IN JUICEAS PER PO# 19364, PO# 19365, PO#19366COUNTRY OF ORIGIN : INDONESIAFARM PRODUCTNET : 54975.00 KGHS 2008.20FDA-FFR # 1688 0364 266;FREIGHT PREPAID",64125
"WAL-MART STORES, INC.","CAMO HAT BASKET CAMO HAT BASKET",1358
"NISSIN INTERNATIONAL TRANSPORT USA","(1X20 GP) (1X40 GP) CONTAINERS - 66 PALLETS 1-7507-001 ARM ASSY FOR AUTOMOTIVE PART 111-7 0 ARM ASSY FOR AUTOMOTIVE PART 111-7835-000 A T PREPAID CONNECTING ONTO MV LONG BEACH BRID (1X20 GP) (1X40 GP) CONTAINERS - 66 PALLETS 1-7507-001 ARM ASSY FOR AUTOMOTIVE PART 111-7 0 ARM ASSY FOR AUTOMOTIVE PART 111-7835-000 A T PREPAID CONNECTING ONTO MV LONG BEACH BRID",13540
"STANLEY INDUSTRIES INC","FCL/FCL (24 PALLETS) HARDWARE PARTS HOOKS P.O.NO.:00061853 WOOD PACKING MATERIALS ARE IN FULL COMPLIANC WITH ISPH IS REGULATIONS SHIPMENT CONTAINS REGULATED WOOD PACKAGING MATERIALS AS DECLARED BY SHIPPER. TOTAL:1X20- CONTAINER ONLY.",16500
"WAL-MART STORES, INC.","16 --LIFESTYLES PEDESTAL FAN--CHAMPAGNE WAL-MART PO NO :0028547190 ITEM NUMBER:001140247 VENDOR DECLARE HTS# 8414519090 GLN: 0078742000008 PO TYPE:0042 DEPT NO :00011 ** HONG ST,CHEUNG SHA WAN, KOWLOON, HK. SHIPPER-S LOAD STOW AND COUNT",18760
"JINTHAY TRADING CORPORATION","MONOSODIUM GLUTAMATE",17808
"HELLMANN WORLDWIDE LOGISTICS INC.","AUTOTRANS FILTER PARTS N/A:SPX DISTRIBUTION CY/CY FREIGHT COLLECT AUTOTRANS FILTER PARTS N/A:SPX DISTRIBUTION CY/CY FREIGHT COLLECT",9029
"OCEAN RICH FOODS","1333 CARTONS FROZEN IMITATION CRAB MEAT FLAKE STYLE 12 X 2.5 LB QUANTITY: 39990.000 LBS (SUPREME IMITATION CRAB MEAT) (JAPANESE THREADFIN BREAM) ( NEMIPTERUS JAPONICUS) MARKS & NOS OCEAN EDGE PO NO. 019 950 DT.24.10.2013 EU APPROVAL NO 217 FDA REG. NO. 12071035 270 S/BILL NO. 8955222 DATE 1 3/12/2013 NET WEIGHT: 18155.4 60KGS GROSS WT : 19728.400KGS --PROCESSED & PACKED BY M/S .GADRE MARINE EXPORT PVT. LTD. (FORMERLY KNOWN AS HINDUSTAN UNILEVER LTD )",19770
"OCEAN TOUCH CORPORATION","FROZEN CLEANED SQUID",23000
"SONY SUPPLY CHAIN SOLUTIONS (AMERIC","TOTAL:699CTNS(22PLTS=14520PCS)DVD READ WRITER AND COMPUTERDRIVERSSHIPPERS DESIRE TO STATE THATHS CODE:8471703010 8471703090ATTENTION:SHIPMENT CONTAINS NOREGULATED WOOD PACKINGMATERIAL(PLYWOOD ONLY)",9990
"PANAPESCA USA CORP.","X 40- REEFER CONTAINER MUSSEL N NET WEIGHT 17.538,02KGS. FAX 56 65 622188 ----- --- ---------- IS NOT TO BE HELD RESPONSIB OF OF LADING AND THAT THE VESS CONTAINER(S) AT AN AGREED 2)SHIPPER-S LOAD,STOW, COUNT 3)SHIPPER-S LOAD, STOWAGE AN 4)SHIPPED ON BOARD. DEC.24TH",19993
"WAL-MART STORES INC.","ALUMINUM ARTWARE",194
"DELCO, INC.","FROZEN PND SHRIMP OF FROZEN PND SHRIMP (IQF) PACKING 5LBS X 6/CTN, (85%N.W) BRAND FIVE STAR (33,000.00 LBS) FDA REGISTRATION NO. 10310921488 CY/DOOR XXXFINAL DELIVERY ADDRESS PREFERRED FREEZER SERVICES OF ATLANTA UNDER DELCO INC 518 FOREST PARKWAY COLLEGE PARK GA 30349 XXCONTACT LINA ZHU E-MAIL LZHUGREENINTERNATIONALUSA.COM",18040
"UPS SUPPLY CHAIN SOLUTIONS, INC.","FURNITURE HS CODE 9403609990 FURNITURE HS CODE 9403609990 9401790000 9401619000 FURNITURE HS CODE 9403609990 9401790000 9401619000 9401711000 9401611000 9401690090 9401719000 FSC FURNITURE HS CODE 9403609990 FURNITURE HS CODE 9403609990 9401790000 9401619000 FURNITURE HS CODE 9403609990 9401790000 9401619000 9401711000 9401611000 9401690090 9401719000 FSC PURE CERTIFIED-SGS-COC-006098 AND NON-FSC A C GUS DESIGN PURE CERTIFIED-SGS-COC-006098 AND NON-FSC A C GUS DESIGN",16158
"HSBC BANK USA N.A. 2 HANSON","BLANKET(450+749)CFR CHARLESTON,SOUTH CAROLINAGOODS AS PER PO NO 629BDESCRIPTION :100 PERCENT COTTONTHERMAL BLANKET WITH EMBROIDERYQTY:5400 STYLE:1114SIZE:30 X36INCHUSD PRICE 1.35COL:ASSORTEDPACKING: 12 PCS PER CTNNET WT PER PC: 235 GRMS37 CARTON ASSORTMENT HAVE BEENCHANGED GOODS AS PER PO NO 6169DESCRIPTION: 100 PERCENT COTTONFLANNEL NAPPED DIFFERENT EMB,GIRAFFA, DUCK AND BABY EMBQTY: 7320 STYLE: 1110 SIZE 30 X 30INCH USD PRICE 1.15QTY: 504 STYLE: 1111 SIZE 30 X 30INCH USD PRICE 1.15QTY: 648 STYLE: 1112 SIZE 30 X 30INCH USD PRICE 1.15QTY: 516 STYLE: 1113 SIZE 30 X 30INCH USD PRICE 1.153 PCS PACK 14736SIZE 30 X 30 INCHCOL ASSORTEDPACKING: 12 PACKS PER CTNNET WT PER PACK: 243 GRMSDC NUMBER:DC MTN 730057",4466
"WAL-MART STORES, INC.","FOOTWEAR WOMEN S PU NB PHOEBE SHOE FOOTWEAR WOMEN S PU NB PHOEBE SHOE P.O.NO.:3551916320 ITEM NO. : 2584237 HTS CODE : 6402993165 DEPT NO.: 25 GLN:0078742000008 PO TYPE:0042 FOOTWEAR WOMEN S PU NB PHOEBE SHOE ITEM NO.: 2584392 FOOTWEAR WOMEN S PU NB PHOEBE SHOE ITEM NO.: 2584399 FOOTWEAR WOMEN S PU NB PHOEBE SHOE ITEM NO.: 2584406 FOOTWEAR WOMEN S PU NB PHOEBE SHOE ITEM NO.: 2584413 FOOTWEAR WOMEN S PU NB PHOEBE SHOE ITEM NO.: 2584420 FOOTWEAR WOMEN S PU NB PHOEBE SHOE ITEM NO. 2584427 FOOTWEAR WOMEN S PU NB PHOEBE SHOE ITEM NO.: 2584437 FOOTWEAR WOMEN S PU NB PHOEBE SHOE ITEM NO. 2584444 SERVICE CONTRACT NO.:SC30088 THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME",6165
"PIONEER SEAFOOD TRADING COMPANY","FROZEN PND SHRIMP IQF (FARM RAISED) SIZE 61/70 PACKING 6 X4.5LBS/CTN PRODUCT OF MALAYSIA SHIPPER FDA REGISTRATIONNO: 1205 181 0494 PACKER FDA REGISTRATION NO: 1645611 3492 FROZEN SHRIMP TARIFF: 0306.13.000 COUNTRY OF ORIGIN: MALAYSIA SHIPPER DECLARED THIS SHIPMENT CONTAINS NOSOLID WOOD PACKING MATERIALS.GOODS SHIPPED IN REFRIGERATED CONTAINER SET AT SHIPPER-S REQUESTED CARRIAGE TEMPERA TURE OF MINUS EIGHTEEN (-18.0) DEGREES CELSIUS.",18038
"LIVINGSTON INTERNATIONAL, INC.","SADDLERY GOODS",7171
"WAL-MART STORES, INC.","RESIN CROSSES W VERSERS P.O.NO. 9451888532 D EPT NO 00018 PO TYPE 0043",300
"M/S. LEXSEA INTERNATIONAL INC.","100 CARTONS FROZEN RAW PD SHRIMPS IQF 'HOS' 5X2 LBS ++ TEL:+91 484 2231730 FAX:+91 484 2232750 E-MAIL: MANGALA@MANGALAGROUP.COM TIN#32150632555 L/C NO.ILC00000414 DT.08.12.2014 FREIGHT PREPAID SB NO:8621974 DT.26.03.15 NET WQT:454.545 KGS (1000 LBS) MANUFACTURER (PROCESSED AND PACKED BY) M/S. MANGALA MARINE EXIM INDIA PVT LTD. UNIT - 2 (M/S. BHATSONS AQUATIC PRODUCTS,) DEVELOPMENT AREA, INDUSTRIAL ESTATE. AROOR, KERALA, INDIA., APPROVAL NO. 701 FDA REG.NO. 15193749172",500
"CAMCO MUNUFACTURING INC","PROPANE DOUBLE STAGE AUTO CHANGEOVERREGULATORLP APP EXT HOSE-5-,1/4 MALE NPT X 1/4--FEMALE NPSM",1446
"UNITED CARGO MANAGEMENT, INC.","HOUSEWARE(AIR FRESHENER) S/C:11-191TPC SCAC CODE:UCMI NO SOLID WOODEN PACKING MATERIALS N/A:ZHEJIANG GRAND IMP & EXP INC. CY TO CYHOUSEWARE(AIR FRESHENER) S/C:11-191TPC SCAC CODE:UCMI NO SOLID WOODEN PACKING MATERIALS N/A:ZHEJIANG GRAND IMP & EXP INC. CY TO CY",38127
"INTERNATIONAL FRESH TRADING","1900 CTN FRESH WHOLE GARLIC HS CODE 0703201000 FREIGHT PREPAID S/ CN0001525 SAY TOTAL ONE THOUSAND NINE HUNDRED CARTONS ONLY. TEMPERATURE STATED BY THE SHIPPER TO BE SET AT -2 C, VENTILATION STATED BY THE SHIPPER TOBE 15CBM/H. CARRIAGE SUBJECT TO CLAUSE 15 OF THIS B/L ACCORDING TO SHIPPER THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS. CARRIER HAS NOT VERIFIED THIS INFORMATION. PLEASE REFER TO THE APPROPRIATE CERTIFICATION FORDETAILS.",27500
"COSTCO WHOLESALE CORPORATION","EMBOSSED FABRIC PO#1710113432 FOREVER RUG EMBOSSED FABRIC 100% POLYEURATHANE FRONT SBR BACK . IF APPLICABLE CPSIA URL-WWW.COSTCOCPSIA.COM THE PACKING MATERIALS HAS BEEN FUMIGATED THE SAME THE SAME",7119
"METRO WINE DISTRIBUTION CO","1X20 GP WITH INSULATION EXBEAU JOUBERT VINEYARDS SA72310: 900 CASES 12X750ML WINE N.O.S",14430
"WAL-MART STORES INC. USA","1300 CASE FRESH APPLES ON 20 PALLETS PO 0953499089 VENDOR STK NBR DOL-GALAB ITEM 9407317 USDA INSPECTED PRODUCT OF CHILE REFRIGERATED CARGO FREIGHT AS PER AGREEMENT COUNTRY OF ORIGIN CHILE VIA BALBOA",17550
"BLUE OCEAN TRADERS","278 PKGS (TWO HUNDRED AND SEVENTY EIGHT PACKAGES ONLY) CONTAINING INDIAN IRON/LEATHER HANDICRAFT (FURNITURE) ITEMS; IEC. NO.: 1310000786; INV. NO.: HDE-1002/14 DT. 15.04.2014; SB. NO.: 2257973 DT. 19.04.2014; HTS. CODE: 94016900",2497
"PEGASUS MARITIME INC.","MINT BLEND SPEARMINT (SHARP BRAND). INV.NO.EXP-309/07-08 DT:10/10/2007. SB NO.5670338 DT:13/10/2007. FDA REGISTRATION NO:17970199882. HTS CODE NO.330125. 'FREIGHT PREPAID' 'DDC COLLECT'",16160
"TO ORDER OF SOYAFARM USA INC.","FROZEN COOKED VEGETABLE GYOZA",17880
"SUN LEE, INC.","RICERICERICERICERICERICERICERICERICERICETHAI WHITE JASMINE RICEPACKING IN SINGLE P.P.(1006.3015-002)9,000 BAGS.PACKED IN 50 LBS. PER BAGN.W. 204.30000 M-TONS.G.W. 205.29000 M-TONS.AS OUR EXPORT REFERENCENO. TR100375",205290
"FIRMENICH INCORPORATED","1 DRUMS/50 KG STYRALLYL ALCOHOL PACKED IN 50 KG NEW DRUMS NET EACH CLASS 6.1 UNNO.2937 36 DRUMS/6120 KG CORANOL PACKED IN 170 KG NEW DRUMS NET EACH CLASS 9 UN 3082 12 DRUMS/2400 KG DIMETHYL BENZYL CARBINYL BUTYRATE PACKED IN 200 KG NEW DRUMS NET EACH CLASS 9 UNNO.3082 17 DRUMS/3400 KG MUSK YINGHAI 50 IN BB PACKED IN 200 KG NEW DRUMS NET EACH CLASS 9 UNNO.3082 1 DRUMS/200 KG BENZYL ACETONEPACKED IN 200 KG NEW DRUMS NET EACH 6 DRUMS/1080 KG DMBCA (DIMETHYL BENZYL CARBINYL ACETATE) PACKED IN 180 KG NEW DRUMS NET EACH 1 DRUMS/50 KG CYCLOHEXYL ETHYL ACETATE PACKED IN 50 KG NEW DRUMS NET EACH 2 DRUMS/400 KG PHENYLETHYL ACETATEPACKED IN 200 KG NEW DRUMS NET EACH. 1 DRUMS/180 KG DIMETHYL PHENYL ETHYL CARBINOL (CARBINOL MUGUET DMPEC) PACKED IN 180 KG NEW DRUMS NET EACH. 1 DRUM/200 KG PHENYL ETHYL ALCOHOL PURE PACKED IN 200 KG NEW DRUMS NET EACHFIRMENICH FTZ PRODUCT FDA REGISTRATION NUMBER IS 14064781148 MANUFACTURER:YINGHAI(CANGZHOU) AROMA CHEMICAL COMPANY LTD. NO SOLID WOODEN PACKING MATERIALS INCLUDED TOT PKGS 78 DR",15550
"MORGAN STANLEY CAPITAL GROUP INC","REGULAR GASOLINE BLENDSTOCKIN BULK, 84877 U.S. BBLS AT 60F",9917000
"HELLMANN WORLDWIDE LOGISTICS","EXPRESS BILL OF LADING - NO ORIGINAL B/L ISSUED FREIGHT PREPAID UPTO EDEN VIA NORFOLK 46 PIECES WATER HEATER 28 PIECES WATER HEATER HBL VICORFE01240",19860
"TRAFON GROUP, INC.","MORTADELLA",23090
"WAL-MART STORES, INC.","CANDLE HEARTH SKIRT--APPLES P 5000 DEPARTMENT NO.:17 GLN:0 2497 CARTONS CANDLE HEARTH SK CODE : 6913905000 DEPARTMEN LE HEARTH SKIRT--APPLES ITEM 00 DEPARTMENT NO.:17 GLN:007 5291",10899
"HELLMANN WORLDWIDE LOGISTICS INC.","HB/L # KHICHS802977 975 CAR NTAINER AS PER SHIPPER-S DECLA ,660 PCS MORNING G P047015 27 S HOT PINK P047015 588 PCS LE MID CODE: PKINDHOME25LAH WPH",7816
"WAL-MART STORES INC. 702 S.W.","840 CASES FRESH APPLES 21 PALLETS USDA INSPECTED SEAL 2269897 PALLETS CHEP M-55 P.O.: 0021642392 VESSEL CODE NUMBER: 278 GENERAL CARGO FREIGHT COLLECT",16380
"HANWA AMERICAN CORP","WIRE OF S STEEL,SPRNG RND WIRESTAINLESS STEEL WIRE",16774
"STANLEY CHAIR CO., INC.","RATTAN FURNITURE",3100
"CARNIVAL CRUISE LINES","BOX OF PAPER WORKSMADE IN USA, NCVTO BE OFFLOADED & NOT RETURNED ONBOARD",50
"PEGASUS MARITIME INC.","-- 1)ORIGIN DOMESTIC / I NLAND :PREPAID BASIS 2)ORIGI N THC: PREPAID BASIS INVOICE PARTY : NOBLE SHIPPING PVT LT D +++++++++++++++++++++++ 1)OCEAN : COLLECT BASIS 2)DE STINATION THC: COLLECT BASIS STAINLESS STEEL UTENSILS WITH OR WITHOUT HANDLE HS CODE NO. 73239390 SCAC CODE PGSM FREIGHT COLLECT EXPORTER R EF NO : 41099008981 -- 3)DESTINATION DOMESTIC / INLA ND: COLLECT BASIS INVOICE PA RTY : PEGASUS MARITIME INC",24858
"LIVINGSTON INTER, INC.","SODIUM SACCHARIN USP",19440
"WALONG MARKETING, INC.","FROZEN TILAPIA FISHPO NO 8900012599FARM RAISED FROZEN TILAPIA FISHWHOLE ROUND IQF IWPFDA REGISTRATION NO.16562616772REEFER CONTAINER",20508
"FOREX MOTORS E,I,R,L","USED VEHICLES H/S CODE: 8704.31, C/NO.FOXA11 CH/NO: SK82T-300318 C/NO.FOXA14 CH/NO: SK82TN-300479",4540
"WAL-MART STORES, INC.","LADIES SILVERTONE CASE",45729
"SEOUL SHIK POOM, INC. DBA","ROASTED LAVER",742
"CHICKEN OF THE SEA FROZEN FOODS","1X40-RF CONTAINER SWLAC: 880 CARTONS FRESH FROZEN SHRIMPS CAMARON CONGELADO COLA 35200.00 LN - 16000.00 KN 17920.00 KB TEMPERATURE: -18DEG CENT SHIPPER-S WEIGHT LOAD AND COUNT DAE: 028-2013-40-00100013 INVOICE: 001-001-000001628",17920
"MCM IND CO.,INC.","EXHAUST SUPPORT BRACKET WIRE,ARM REST. SUSPENSION-TRAILING ARM",12050
"COSTCO WHOLESALE","100% COTTON JAQUARD BEACH TOWEL 40 INCHES BY 72 INCHES VENDOR# 66298-00 PO# 929-0920-612 ITEM# 129453 4560 PCS 120 @1.015 X 0.61 X 38.1 CM -AS PER SHIPPER-- SC NO: 78098",4656
"CARNIVAL CRUISE LINES","TONER CARTRIDGES/VALUE $1/MADE IN USA/MATERIAL TO BE OFFLOADED AND SENT TO HEADOFFICE FOR RECYCLING/MATERIAL NOT RETURNINGBACK ONBOARD",27
"COSTCO WHOLESALE CORPORATION","COSTCO PO NO. 009600214958 HMI PO NO. 80795616 HTS CODE- 9403.30.8000 ITEM NO. 745747-285PCS-95SET- DESK TOP FILE CABINET STORAGE CABINET FREIGHT COLLECT SHIPPER-S LOAD AND COUNT AND SEAL THE ABOVE SHIPMENT DOES NOT CONTAIN ANY REGULATED WOOD PACKAGING MATERIAL. ETD-26-MAY-2014",8569
"Stanley Black & Decker Inc(SBD Co-l","HAND TOOLS",1400
"NEPTUNE SHIPPING LIMITED","PIPE VISESS/C NO.: 12-197TPC-1 CLAMP WELDING HANDLING EPIPE VISESQUIPMENT MACHINE COMPONENTS ANGLE MAGNET SQUAPIPE VISESRE NAME ACCOUNT : SHANGHAI MINGQI ALUMINUM INPIPE VISESDUSTRY CO.,LTD GROUP COMM: AUTO PARTS SCAC COPIPE VISESDE: NOVV AMS SEND BY SHIPPER CY TO CYPIPE VISESS/C NO.: 12-197TPC-1 CLAMP WELDING HANDLING EPIPE VISESQUIPMENT MACHINE COMPONENTS ANGLE MAGNET SQUAPIPE VISESRE NAME ACCOUNT : SHANGHAI MINGQI ALUMINUM INPIPE VISESDUSTRY CO.,LTD GROUP COMM: AUTO PARTS SCAC COPIPE VISESDE: NOVV AMS SEND BY SHIPPER CY TO CY",33987
"SUN LEE INC.","THAI WHITE JASMINE RICETHAI WHITE JASMINE RICETHAI WHITE JASMINE RICETHAI WHITE JASMINE RICETHAI WHITE JASMINE RICE",102825
"WALONG MARKETING, INC.","OTH CER FLOUR THN WHEAT:BUCWHT 1,560 CARTONS HS-CODE 1102.9-001/KGM 17,472.00 KGS. 16.99776 M/T PACKED 454 GRAMS X 24 17,472.00 KGS. OTH CER FLOUR THN WHEAT:BUCWHT 1,560 CARTONS HS-CODE 1102.9-001/KGM 17,472.00 KGS. 16.99776 M/T PACKED 454 GRAMS X 24 17,472.00 KGS.",34944
"KOHA FOODS HNK, INC. DBA","PLASTIC TRAY",6060
"WAL-MART STORES, INC.","MESH DESK ORG SILVER MESH HUTCH STEEL P.O.NO. 9151804940 DEPT NO 3 PO TYPE 0023",1763
"PEGASUS MARITIME, INC. (LAX)","USED PERSONAL AND HOUSEHOLD EF FECTS",1669
"WINNERAM INTERNATIONAL, INC.","'SHIPPER-S LOAD, COUNT & SEALED'2 X 20- CONTAINER1,920 CASES RUFINA FISH SAUCE12 BOTTLES X 750 ML.FOB MANILAFREIGHT COLLECTSC NO. 11257887542 960 CASES - 17,280 KGS/28.134 CBM99881 960 CASES - 17,280 KGS/28.134 CBMFREIGHT COLLECT'SHIPPER-S LOAD, COUNT & SEALED'2 X 20- CONTAINER1,920 CASES RUFINA FISH SAUCE12 BOTTLES X 750 ML.FOB MANILAFREIGHT COLLECTSC NO. 11257887542 960 CASES - 17,280 KGS/28.134 CBM99881 960 CASES - 17,280 KGS/28.134 CBMFREIGHT COLLECT",34560
"LIVINGSTON INTERNATIONAL","PLASTICS,BUCKETS AND PAILSAUTOMATIC DATA PROCESSING MACHINESPEAKER AND TROLLEYAND STAND AND SPARE",5630
"BAY AREA MOVERS INC","ONE 40.9FT CONT'R - SHIPPER'S LOAD AND COUNT DOD-SPONSORED SHIPMENT PACKED IN ACCORDANCE WITH APPLICABLE DOD PACKAGING REQUIREMENTS MILITARY HHG N O EEI REQUIRED PER FTR 30.40(B ) 8 CCFD LIBERTY, STEVEN Q ENQ0023845 PS:8 OF 18 GRS:1006 8 NET:7598 CFT:1520 2 RDBF WE EKS, BRYAN A QENQ0023528 PS:2 OF 8 GRS:2502 NET:1878 CFT:380 10 VAN PACK(S) TOTAL PS: 10 TOTAL GRS_WT: 12570 TOTA L NET_WT: 9476 TOTAL CFT: 190 0 CODE- 4 TOTAL: ONE ( 1) CONTAINER ONLY - FREIGHT P AYABLE BY: SEACO SHIPPING SA UNDER TERMS OF SERVICE CONTRAC T TPAFBO/ISA SC15A ETA 2015 /07/26",5714
"LAM SHENG KEE USA ENTERPRISE CORP","2300 CARTONS OF FROZEN PROCESSED FOODS SHRIMP DUMPLING SHIPPER DECLARES THAT THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIAL REEFER CONTAINER TEMPERATURE SET AT -18.0 DEGREES CELSIUS",16100
"SALINAS Y FABRES S.A.","RUB,TIRES,NEW,AUTO: RADIALSTIRE",12413
"NISSIN INTERNATIONAL TRANSPORT U.S.","HOSE FOR AUTO PARTS HOSE FOR AUTO PARTS(ATTATCHED CLIP OR PROTECTER) AUTO PARTS(BUSH,BUSH(RUBBER)) (2204 CTNS) NAME ACCOUNT TOKAI RUBBER TIANJIN BRANCH ON BEHALF OF NISSIN CORP.NAME ACCOUNT TOKAI RUBBER TIANJIN BRANCH O N BEHALF OF NISSIN CORP. HOSE FOR AUTO PARTS HOSE FOR AUTO PARTS(ATTATCHED CLIP OR PROTECTER) AUTO PARTS(BUSH,BUSH(RUBBER)) (2204 CTNS) NAME ACCOUNT TOKAI RUBBER TIANJIN BRANCH ON BEHALF OF NISSIN CORP.NAME ACCOUNT TOKAI RUBBER TIANJIN BRANCH O N BEHALF OF NISSIN CORP. HOSE FOR AUTO PARTS HOSE FOR AUTO PARTS(ATTATCHED CLIP OR PROTECTER) AUTO PARTS(BUSH,BUSH(RUBBER)) (2204 CTNS) NAME ACCOUNT TOKAI RUBBER TIANJIN BRANCH ON BEHALF OF NISSIN CORP.NAME ACCOUNT TOKAI RUBBER TIANJIN BRANCH O N BEHALF OF NISSIN CORP.",23774
"UPS SUPPLY CHAIN SOLUTIONS","POULTRY NETS",12460
"COSTCO WHOLESALE CORPORATION","Z BEAM WITH LAMINATED SHELVES Z BEAM WITH LAMINATED SHELVES PO#2670607287 THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME",15104
"HIGH LINER FOODS INC.","FROZEN POLLOCK PRODUCTS HS 030475 SET TE MP: -22C 1X40'RH FREIGHT PREPAID THIS SHP T CONTAINS NO SOLID WOOD PACKING MATERIAL",11432
"ZOO MED LABORATORIES INC","REPICARE ROCK HEATER",300
"ATALANTA CORPORTATION","ROQUEFORT CHEESE,GRATED/POWDER TOTAL CARTONS TOTAL WEIGHT-1520.931 KG ROQUEFORT CHEESE,GRATED/POWDER TOTAL CUBE-2.535 CRYSTAL-278 CTNS CHEESE ROQUEFORT CHEESE,GRATED/POWDER TRADER JOE-100 CTNS CHEESE . FDA ROQUEFORT CHEESE,GRATED/POWDER REGISTRATION NUMBER- 17875663076, ROQUEFORT CHEESE,GRATED/POWDER 17213576650, 18622015604,14163000814, ROQUEFORT CHEESE,GRATED/POWDER 16649167502 . PLACE OF UK LOADING ROQUEFORT CHEESE,GRATED/POWDER CONSOLIDATION REGISTRATION NUMBER - ROQUEFORT CHEESE,GRATED/POWDER 16649167502 . TEMPERATURE SET AT PLUS 2 ROQUEFORT CHEESE,GRATED/POWDER DEGREES CELSIUS 2 DEG CENTTHROUGHOUT ROQUEFORT CHEESE,GRATED/POWDER TRANSIT . ISSUED IN CONJUNCTION WITH DFR ROQUEFORT CHEESE,GRATED/POWDER S1-600487",1521
"AZ GEMS INC","CARGO STOWED IN A REFRIGERATED CONTAINER AT THE SHIPPER-S REQUESTED CARRYING SET TEMPERATURE OF MINUS 18 DEGREES CENTIGRADE SHIPPER-S LOAD/STOW/COUNT 'FREIGHT PREPAID' 1500 MASTER CARTONS 1500 MASTER CARTONS OF RAW FROZEN HEAD LESS SHELL ON VANNAMEI SHRIMPS BLOCK FROZEN, POUCH PACK, 6 X 4 LBS PER CARTON,BRAND:KALYAN SPECIGROSS WT: 57819.000 LBS 26250.000 KGS NET WT: 36000.000 LBS 16344.000 KGS S.B.NO: 8266753 DT: 01.11.2013 INV.NO: SAE-150/13-14 DT: 31.10.2013",26250
"WAL-MART STORES, INC.","PORTABLE GARMENT RACK P.O.NO.: 4851912000 ITEM NO. 1412550 VENDOR DECLARE HTS CODE: 9403200015 GLN: 0078742000008 PO TYPE: 23 DEPT NO.: 14 L/C NO.: CLC00082532",10294
"GOLDEN BRIDGE INTERNATIONAL CORPORA","PUMP PARTS SWEEPING CAR PARTS NO SOLID WOOD",16525
"SUN LEE,INC","COCONUT MILKCOCONUT MILKCOCONUT MILK",57240
"HANWA AMERICAN CORP.","STAINLESS STEEL WIRE",8018
"WAL-MART STORES INC","GYMANASIUM, OR OTH ATHLETIC AR",4284
"AIM-EX INDUSTRY INCORPORATED","ALL TERRAIN VEHICLE & PARTS",31668
"LIVINGSTON INTERNATIONAL, INC.","(PACKED ON 44 PALLETS) NON WOVEN MATERIAL HS CODE 560312",8633
"VIMPEX INTERNATIONAL CORP.","MANDARIN ORANGE BOWL IN LIGHT SYRUPMANDARIN ORANGE BOWL IN LIGHT SYRUP",35834
"CARNIVAL CRUISE LINES AT CENTERGATE","METZ 70MZ-5 FLASH TO BE OFFLOADED AND RETURNING BACK ONBOARD VALUE$100. MADE IN GERMANY CF 10.151 SN:026778;026714;025743; NIKON CAMERA BODY TO BE OFFLOADED AND RETURNING BACK ONBOARD VALUE$100. MADE IN THAILAND CF 10.151 SN:3079787 TOTAL VALUE$200. ATTN: ANDY CAMACHO PHONE NUMBER:305-599-2600 EXT 13199",10
"GOOD WORLD TRADING CO.,N.Y.","347 CTNS BEAN THREAD800 CTNS ROCK SUGAR CANDY30 CTNS WHITE NUTS (SHEELED & BOILED) INWATER60 CTNS PO-KU MUSHROOM140 CTNS MONOSODIUM GLUTAMATE",20000
"MBM ORLANDO","FROZEN FRENCH FRIED POTATOES P.O.R. SUMMARY REPORTING NUMBER VFD012599/SUM2082",22553
"UPS SUPPLY CHAIN SOLUTIONS, INC","871 CARTONS OF MOTORCYCLE HELMETS FREIGHT COL LECT DESCRIPTION COMPLETE DESCRIPTION COMPLETE",9174
"WAL-MART STORES, INC.","BATH TOWEL COTTON RSW/EGYPTIAN) HTS:6302600020,6302600030",2627
"HELLMANN WORLDWIDE LOGISTICS INC.","AUDITED FREIGHT PREPAID NID CONFECTIONERY MACHINE TOTAL PKGS 11 PIECES",7210
"COSTCO WHOLESALE CORPORATION","TRASH CAN 42L SS TRASH CAN PO# 960-1003-471 NO SOLID WOOD PACKING MATERIAL THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME",4704
