,x,,,,,,,Variables,Dim.1,Dim.2,Dim.3
4089,,,,,,,,grams,-0.007,0,-0.004
4090,,,,,,,,little,-0.007,0,-0.009
4091,,,,,,,,love,-0.007,0,-0.009
4092,,,,,,,,meat,-0.007,0,-0.009
4093,,,,,,,,storing,-0.007,0,-0.009
4094,,,,,,,,competitive,-0.007,0,-0.011
4095,,,,,,,,absorbed,-0.008,0,0
4096,,,,,,,,resistant,-0.008,0,-0.006
4097,,,,,,,,decentralization,-0.008,0,-0.008
4098,,,,,,,,idea,-0.008,0,-0.009
4099,,,,,,,,measuring,-0.008,0,-0.01
4100,,,,,,,,inability,-0.008,0,-0.012
4101,,,,,,,,pushing,-0.009,0,-0.001
4102,,,,,,,,pharmaceuticals,-0.009,0,-0.005
4103,,,,,,,,balanced,-0.009,0,-0.008
4104,,,,,,,,continuously,-0.009,0,-0.008
4105,,,,,,,,blockchain,-0.009,0,-0.01
4106,,,,,,,,transportation,-0.009,0,-0.016
4107,,,,,,,,homes,-0.01,0,0.002
4108,,,,,,,,intended,-0.01,0,-0.008
4109,,,,,,,,stages,-0.01,0,-0.019
4110,,,,,,,,nuclear,-0.011,0,-0.005
4111,,,,,,,,resistance,-0.011,0,-0.005
4112,,,,,,,,symptoms,-0.014,0,0.004
4113,,,,,,,,environment,-0.014,0,-0.017
4114,,,,,,,,designed,-0.014,0,-0.027
4115,,,,,,,,higher,-0.015,0,0
4116,,,,,,,,mitigate,-0.019,0,-0.024
4117,,,,,,,,also,-0.041,0,-0.014
4118,,,,,,,,stories,0.344,-0.001,-0.019
4119,,,,,,,,goes,0.309,-0.001,-0.01
4120,,,,,,,,deeper,0.248,-0.001,-0.009
4121,,,,,,,,remain,0.225,-0.001,-0.019
4122,,,,,,,,topic,0.19,-0.001,-0.019
4123,,,,,,,,communication,0.165,-0.001,-0.012
4124,,,,,,,,know,0.147,-0.001,-0.018
4125,,,,,,,,questions,0.136,-0.001,-0.016
4126,,,,,,,,musical,0.023,-0.001,-0.009
4127,,,,,,,,openai,0.022,-0.001,-0.023
4128,,,,,,,,gpts,0.017,-0.001,-0.004
4129,,,,,,,,believable,0.015,-0.001,-0.002
4130,,,,,,,,playercreated,0.015,-0.001,-0.002
4131,,,,,,,,procedurally,0.015,-0.001,-0.002
4132,,,,,,,,replayable,0.015,-0.001,-0.002
4133,,,,,,,,runtime,0.015,-0.001,-0.002
4134,,,,,,,,tremendous,0.013,-0.001,-0.009
4135,,,,,,,,counterparts,0.012,-0.001,-0.002
4136,,,,,,,,hurricanes,0.012,-0.001,-0.002
4137,,,,,,,,impending,0.012,-0.001,-0.002
4138,,,,,,,,meteorologists,0.012,-0.001,-0.002
4139,,,,,,,,meteorology,0.012,-0.001,-0.002
4140,,,,,,,,tornadoes,0.012,-0.001,-0.002
4141,,,,,,,,head,0.012,-0.001,-0.003
4142,,,,,,,,extension,0.012,-0.001,-0.009
4143,,,,,,,,expect,0.012,-0.001,-0.013
4144,,,,,,,,tutorials,0.011,-0.001,-0.008
4145,,,,,,,,todays,0.01,-0.001,-0.015
4146,,,,,,,,strands,0.009,-0.001,0.005
4147,,,,,,,,requests,0.009,-0.001,0.003
4148,,,,,,,,values,0.009,-0.001,-0.014
4149,,,,,,,,convincingly,0.008,-0.001,-0.004
4150,,,,,,,,exactly,0.008,-0.001,-0.004
4151,,,,,,,,intend,0.008,-0.001,-0.004
4152,,,,,,,,prejudices,0.008,-0.001,-0.004
4153,,,,,,,,reconsider,0.008,-0.001,-0.004
4154,,,,,,,,selfawareness,0.008,-0.001,-0.004
4155,,,,,,,,unrealistic,0.008,-0.001,-0.004
4156,,,,,,,,applicationschatgpt,0.008,-0.001,-0.006
4157,,,,,,,,googlehere,0.008,-0.001,-0.006
4158,,,,,,,,purposeschatgpt,0.008,-0.001,-0.006
4159,,,,,,,,questionschatgpt,0.008,-0.001,-0.006
4160,,,,,,,,scriptschatgpt,0.008,-0.001,-0.006
4161,,,,,,,,exercises,0.008,-0.001,-0.014
4162,,,,,,,,searched,0.007,-0.001,0.003
4163,,,,,,,,apipowered,0.007,-0.001,-0.001
4164,,,,,,,,architecture”,0.007,-0.001,-0.001
4165,,,,,,,,bend,0.007,-0.001,-0.001
4166,,,,,,,,constructing,0.007,-0.001,-0.001
4167,,,,,,,,exhausting,0.007,-0.001,-0.001
4168,,,,,,,,extracted,0.007,-0.001,-0.001
4169,,,,,,,,impractical,0.007,-0.001,-0.001
4170,,,,,,,,“prompt,0.007,-0.001,-0.001
4171,,,,,,,,look,0.007,-0.001,-0.004
4172,,,,,,,,pointing,0.007,-0.001,-0.004
4173,,,,,,,,letting,0.007,-0.001,-0.005
4174,,,,,,,,entirely,0.007,-0.001,-0.006
4175,,,,,,,,broca,0.007,-0.001,-0.006
4176,,,,,,,,diffbot,0.007,-0.001,-0.006
4177,,,,,,,,edtechai,0.007,-0.001,-0.006
4178,,,,,,,,hotbed,0.007,-0.001,-0.006
4179,,,,,,,,knerd,0.007,-0.001,-0.006
4180,,,,,,,,othersideai,0.007,-0.001,-0.006
4181,,,,,,,,replika,0.007,-0.001,-0.006
4182,,,,,,,,snazzy,0.007,-0.001,-0.006
4183,,,,,,,,extract,0.007,-0.001,-0.01
4184,,,,,,,,endpoint,0.007,-0.001,-0.011
4185,,,,,,,,brings,0.007,-0.001,-0.013
4186,,,,,,,,write,0.007,-0.001,-0.015
4187,,,,,,,,animalhuman,0.006,-0.001,-0.001
4188,,,,,,,,crosses,0.006,-0.001,-0.001
4189,,,,,,,,embryos,0.006,-0.001,-0.001
4190,,,,,,,,kyoto,0.006,-0.001,-0.001
4191,,,,,,,,mixing,0.006,-0.001,-0.001
4192,,,,,,,,sasai,0.006,-0.001,-0.001
4193,,,,,,,,undeniable,0.006,-0.001,-0.001
4194,,,,,,,,yoshiki,0.006,-0.001,-0.001
4195,,,,,,,,lose,0.006,-0.001,-0.006
4196,,,,,,,,flawed,0.006,-0.001,-0.009
4197,,,,,,,,validated,0.006,-0.001,-0.011
4198,,,,,,,,wants,0.006,-0.001,-0.012
4199,,,,,,,,semiconductor,0.005,-0.001,0.002
4200,,,,,,,,attributed,0.005,-0.001,0
4201,,,,,,,,atmospheric,0.005,-0.001,-0.002
4202,,,,,,,,confidential,0.005,-0.001,-0.005
4203,,,,,,,,utilized,0.005,-0.001,-0.005
4204,,,,,,,,dall·e,0.005,-0.001,-0.006
4205,,,,,,,,primer,0.005,-0.001,-0.006
4206,,,,,,,,features,0.005,-0.001,-0.013
4207,,,,,,,,personalized,0.005,-0.001,-0.019
4208,,,,,,,,demonstrating,0.004,-0.001,0.003
4209,,,,,,,,matter,0.004,-0.001,-0.001
4210,,,,,,,,match,0.004,-0.001,-0.001
4211,,,,,,,,careers,0.004,-0.001,-0.007
4212,,,,,,,,labeling,0.004,-0.001,-0.008
4213,,,,,,,,routine,0.004,-0.001,-0.013
4214,,,,,,,,arrows,0.003,-0.001,-0.002
4215,,,,,,,,fluently,0.003,-0.001,-0.004
4216,,,,,,,,fullbody,0.003,-0.001,-0.004
4217,,,,,,,,lifestyle,0.003,-0.001,-0.004
4218,,,,,,,,prescribing,0.003,-0.001,-0.004
4219,,,,,,,,preventative,0.003,-0.001,-0.004
4220,,,,,,,,recommending,0.003,-0.001,-0.004
4221,,,,,,,,assess,0.003,-0.001,-0.007
4222,,,,,,,,judgment,0.003,-0.001,-0.007
4223,,,,,,,,traditionally,0.003,-0.001,-0.008
4224,,,,,,,,missed,0.003,-0.001,-0.009
4225,,,,,,,,depth,0.002,-0.001,0.011
4226,,,,,,,,fragments,0.002,-0.001,0.005
4227,,,,,,,,nonprofit,0.002,-0.001,-0.003
4228,,,,,,,,tangible,0.002,-0.001,-0.006
4229,,,,,,,,ecommerce,0.002,-0.001,-0.006
4230,,,,,,,,addressed,0.002,-0.001,-0.011
4231,,,,,,,,choosing,0.002,-0.001,-0.013
4232,,,,,,,,easy,0.002,-0.001,-0.018
4233,,,,,,,,hoping,0.001,-0.001,0.003
4234,,,,,,,,clinician,0.001,-0.001,-0.002
4235,,,,,,,,oracles,0.001,-0.001,-0.002
4236,,,,,,,,voiceactivated,0.001,-0.001,-0.002
4237,,,,,,,,diagnosing,0.001,-0.001,-0.003
4238,,,,,,,,ilya,0.001,-0.001,-0.003
4239,,,,,,,,jupyter,0.001,-0.001,-0.003
4240,,,,,,,,notebooks,0.001,-0.001,-0.003
4241,,,,,,,,selfpaced,0.001,-0.001,-0.003
4242,,,,,,,,sutskever,0.001,-0.001,-0.003
4243,,,,,,,,taught,0.001,-0.001,-0.003
4244,,,,,,,,owners,0.001,-0.001,-0.005
4245,,,,,,,,curating,0.001,-0.001,-0.005
4246,,,,,,,,curation,0.001,-0.001,-0.005
4247,,,,,,,,incubator,0.001,-0.001,-0.005
4248,,,,,,,,keen,0.001,-0.001,-0.005
4249,,,,,,,,pinboard,0.001,-0.001,-0.005
4250,,,,,,,,pinterest,0.001,-0.001,-0.005
4251,,,,,,,,debiasing,0.001,-0.001,-0.005
4252,,,,,,,,humangenerated,0.001,-0.001,-0.005
4253,,,,,,,,nonsensical,0.001,-0.001,-0.005
4254,,,,,,,,terabytes,0.001,-0.001,-0.006
4255,,,,,,,,telehealth,0.001,-0.001,-0.006
4256,,,,,,,,accentures,0.001,-0.001,-0.006
4257,,,,,,,,auditing,0.001,-0.001,-0.006
4258,,,,,,,,industrialization,0.001,-0.001,-0.006
4259,,,,,,,,lyman,0.001,-0.001,-0.006
4260,,,,,,,,curate,0.001,-0.001,-0.007
4261,,,,,,,,deployments,0.001,-0.001,-0.007
4262,,,,,,,,devops,0.001,-0.001,-0.007
4263,,,,,,,,mlops,0.001,-0.001,-0.007
4264,,,,,,,,probably,0.001,-0.001,-0.007
4265,,,,,,,,core,0.001,-0.001,-0.015
4266,,,,,,,,ucsf,0,-0.001,-0.002
4267,,,,,,,,contributed,0,-0.001,-0.002
4268,,,,,,,,outlookquot,0,-0.001,-0.002
4269,,,,,,,,quotmicrosoft,0,-0.001,-0.002
4270,,,,,,,,resolution,0,-0.001,-0.004
4271,,,,,,,,shot,0,-0.001,-0.004
4272,,,,,,,,lecture,0,-0.001,-0.004
4273,,,,,,,,shrink,0,-0.001,-0.004
4274,,,,,,,,alignment,0,-0.001,-0.004
4275,,,,,,,,arrival,0,-0.001,-0.004
4276,,,,,,,,beyondquot,0,-0.001,-0.004
4277,,,,,,,,quotplanning,0,-0.001,-0.004
4278,,,,,,,,armilla,0,-0.001,-0.004
4279,,,,,,,,autoalign,0,-0.001,-0.004
4280,,,,,,,,scikitlearn,0,-0.001,-0.004
4281,,,,,,,,amazon,0,-0.001,-0.005
4282,,,,,,,,thoroughly,0,-0.001,-0.006
4283,,,,,,,,github,0,-0.001,-0.007
4284,,,,,,,,slaughtering,0,-0.001,-0.007
4285,,,,,,,,chatgpts,0,-0.001,-0.009
4286,,,,,,,,developments,0,-0.001,-0.011
4287,,,,,,,,garnered,-0.001,-0.001,-0.002
4288,,,,,,,,during,-0.001,-0.001,-0.002
4289,,,,,,,,hackathon,-0.001,-0.001,-0.002
4290,,,,,,,,inadequate,-0.001,-0.001,-0.002
4291,,,,,,,,tasked,-0.001,-0.001,-0.002
4292,,,,,,,,formatted,-0.001,-0.001,-0.002
4293,,,,,,,,formatting,-0.001,-0.001,-0.002
4294,,,,,,,,privategpt,-0.001,-0.001,-0.002
4295,,,,,,,,ambitions,-0.001,-0.001,-0.003
4296,,,,,,,,lowcarbon,-0.001,-0.001,-0.003
4297,,,,,,,,principal,-0.001,-0.001,-0.003
4298,,,,,,,,reactors,-0.001,-0.001,-0.003
4299,,,,,,,,liability,-0.001,-0.001,-0.003
4300,,,,,,,,liable,-0.001,-0.001,-0.003
4301,,,,,,,,malfunctioned,-0.001,-0.001,-0.003
4302,,,,,,,,futurism,-0.001,-0.001,-0.003
4303,,,,,,,,lecun,-0.001,-0.001,-0.003
4304,,,,,,,,reservations,-0.001,-0.001,-0.003
4305,,,,,,,,yann,-0.001,-0.001,-0.003
4306,,,,,,,,personalization,-0.001,-0.001,-0.004
4307,,,,,,,,oceanography,-0.001,-0.001,-0.004
4308,,,,,,,,coronaviruses,-0.001,-0.001,-0.004
4309,,,,,,,,bullet,-0.001,-0.001,-0.004
4310,,,,,,,,interacted,-0.001,-0.001,-0.004
4311,,,,,,,,satisfied,-0.001,-0.001,-0.004
4312,,,,,,,,operationalize,-0.001,-0.001,-0.005
4313,,,,,,,,repeatable,-0.001,-0.001,-0.005
4314,,,,,,,,unlocking,-0.001,-0.001,-0.006
4315,,,,,,,,novelty,-0.001,-0.001,-0.006
4316,,,,,,,,backend,-0.001,-0.001,-0.006
4317,,,,,,,,connector,-0.001,-0.001,-0.006
4318,,,,,,,,dbsql,-0.001,-0.001,-0.006
4319,,,,,,,,frontend,-0.001,-0.001,-0.006
4320,,,,,,,,schemas,-0.001,-0.001,-0.006
4321,,,,,,,,spec,-0.001,-0.001,-0.006
4322,,,,,,,,table,-0.001,-0.001,-0.006
4323,,,,,,,,niche,-0.001,-0.001,-0.006
4324,,,,,,,,teaming,-0.001,-0.001,-0.006
4325,,,,,,,,enthusiasts,-0.001,-0.001,-0.007
4326,,,,,,,,anywhere,-0.001,-0.001,-0.008
4327,,,,,,,,scratch,-0.001,-0.001,-0.008
4328,,,,,,,,phases,-0.001,-0.001,-0.008
4329,,,,,,,,formal,-0.001,-0.001,-0.008
4330,,,,,,,,infrastructurecode,-0.001,-0.001,-0.008
4331,,,,,,,,multicloud,-0.001,-0.001,-0.008
4332,,,,,,,,complexities,-0.001,-0.001,-0.009
4333,,,,,,,,launching,-0.001,-0.001,-0.009
4334,,,,,,,,recall,-0.001,-0.001,-0.009
4335,,,,,,,,arrive,-0.001,-0.001,-0.011
4336,,,,,,,,licensed,-0.002,-0.001,0
4337,,,,,,,,ecigarette,-0.002,-0.001,-0.002
4338,,,,,,,,eliquid,-0.002,-0.001,-0.002
4339,,,,,,,,eliquids,-0.002,-0.001,-0.002
4340,,,,,,,,malvialware,-0.002,-0.001,-0.002
4341,,,,,,,,discussion—results,-0.002,-0.001,-0.002
4342,,,,,,,,gptgenerated,-0.002,-0.001,-0.002
4343,,,,,,,,paper—,-0.002,-0.001,-0.002
4344,,,,,,,,publications—,-0.002,-0.001,-0.002
4345,,,,,,,,text—,-0.002,-0.001,-0.002
4346,,,,,,,,throwing,-0.002,-0.001,-0.002
4347,,,,,,,,behold,-0.002,-0.001,-0.003
4348,,,,,,,,cracking,-0.002,-0.001,-0.004
4349,,,,,,,,extra,-0.002,-0.001,-0.004
4350,,,,,,,,intermediate,-0.002,-0.001,-0.004
4351,,,,,,,,puzzles,-0.002,-0.001,-0.004
4352,,,,,,,,render,-0.002,-0.001,-0.004
4353,,,,,,,,tractable,-0.002,-0.001,-0.004
4354,,,,,,,,worthless,-0.002,-0.001,-0.004
4355,,,,,,,,johnson,-0.002,-0.001,-0.004
4356,,,,,,,,aligns,-0.002,-0.001,-0.004
4357,,,,,,,,exceptional,-0.002,-0.001,-0.004
4358,,,,,,,,higherquality,-0.002,-0.001,-0.004
4359,,,,,,,,multiyear,-0.002,-0.001,-0.004
4360,,,,,,,,nationals,-0.002,-0.001,-0.004
4361,,,,,,,,pediatric,-0.002,-0.001,-0.004
4362,,,,,,,,exception,-0.002,-0.001,-0.004
4363,,,,,,,,navigated,-0.002,-0.001,-0.004
4364,,,,,,,,postdoctoral,-0.002,-0.001,-0.004
4365,,,,,,,,assistant,-0.002,-0.001,-0.005
4366,,,,,,,,sweat,-0.002,-0.001,-0.005
4367,,,,,,,,bypass,-0.002,-0.001,-0.005
4368,,,,,,,,assessments,-0.002,-0.001,-0.005
4369,,,,,,,,autograding,-0.002,-0.001,-0.005
4370,,,,,,,,bridging,-0.002,-0.001,-0.005
4371,,,,,,,,chatbased,-0.002,-0.001,-0.005
4372,,,,,,,,familiarity,-0.002,-0.001,-0.005
4373,,,,,,,,instructors,-0.002,-0.001,-0.005
4374,,,,,,,,peers,-0.002,-0.001,-0.005
4375,,,,,,,,screens,-0.002,-0.001,-0.005
4376,,,,,,,,student,-0.002,-0.001,-0.005
4377,,,,,,,,typechat,-0.002,-0.001,-0.005
4378,,,,,,,,typechats,-0.002,-0.001,-0.005
4379,,,,,,,,webbased,-0.002,-0.001,-0.005
4380,,,,,,,,alarm,-0.002,-0.001,-0.005
4381,,,,,,,,conserve,-0.002,-0.001,-0.005
4382,,,,,,,,decode,-0.002,-0.001,-0.005
4383,,,,,,,,mating,-0.002,-0.001,-0.005
4384,,,,,,,,monkeys,-0.002,-0.001,-0.005
4385,,,,,,,,vocalizations,-0.002,-0.001,-0.005
4386,,,,,,,,appearance,-0.002,-0.001,-0.006
4387,,,,,,,,inefficient,-0.002,-0.001,-0.006
4388,,,,,,,,agendas,-0.002,-0.001,-0.006
4389,,,,,,,,baidu,-0.002,-0.001,-0.006
4390,,,,,,,,mistakes,-0.002,-0.001,-0.008
4391,,,,,,,,ever,-0.002,-0.001,-0.008
4392,,,,,,,,patch,-0.002,-0.001,-0.008
4393,,,,,,,,life,-0.002,-0.001,-0.01
4394,,,,,,,,acknowledging,-0.002,-0.001,-0.011
4395,,,,,,,,possibility,-0.002,-0.001,-0.011
4396,,,,,,,,explainable,-0.002,-0.001,-0.014
4397,,,,,,,,hybrid,-0.002,-0.001,-0.015
4398,,,,,,,,mortality,-0.003,-0.001,0.003
4399,,,,,,,,completed,-0.003,-0.001,-0.001
4400,,,,,,,,theme,-0.003,-0.001,-0.001
4401,,,,,,,,dakin,-0.003,-0.001,-0.002
4402,,,,,,,,entrepreneurs,-0.003,-0.001,-0.002
4403,,,,,,,,fundraising,-0.003,-0.001,-0.002
4404,,,,,,,,movers,-0.003,-0.001,-0.002
4405,,,,,,,,prospective,-0.003,-0.001,-0.002
4406,,,,,,,,sloss,-0.003,-0.001,-0.002
4407,,,,,,,,spectrum,-0.003,-0.001,-0.002
4408,,,,,,,,bioremediation,-0.003,-0.001,-0.002
4409,,,,,,,,civilian,-0.003,-0.001,-0.002
4410,,,,,,,,microbebased,-0.003,-0.001,-0.002
4411,,,,,,,,corporation,-0.003,-0.001,-0.003
4412,,,,,,,,prototypes,-0.003,-0.001,-0.003
4413,,,,,,,,chest,-0.003,-0.001,-0.003
4414,,,,,,,,deepgerm,-0.003,-0.001,-0.003
4415,,,,,,,,pullback,-0.003,-0.001,-0.004
4416,,,,,,,,slight,-0.003,-0.001,-0.004
4417,,,,,,,,walmart,-0.003,-0.001,-0.004
4418,,,,,,,,wegovy,-0.003,-0.001,-0.004
4419,,,,,,,,conclude,-0.003,-0.001,-0.004
4420,,,,,,,,america,-0.003,-0.001,-0.004
4421,,,,,,,,clinically,-0.003,-0.001,-0.004
4422,,,,,,,,interpretable,-0.003,-0.001,-0.004
4423,,,,,,,,compiler,-0.003,-0.001,-0.004
4424,,,,,,,,debug,-0.003,-0.001,-0.004
4425,,,,,,,,debugger,-0.003,-0.001,-0.004
4426,,,,,,,,simulator,-0.003,-0.001,-0.004
4427,,,,,,,,translates,-0.003,-0.001,-0.004
4428,,,,,,,,button,-0.003,-0.001,-0.004
4429,,,,,,,,click,-0.003,-0.001,-0.004
4430,,,,,,,,delete,-0.003,-0.001,-0.004
4431,,,,,,,,deleted,-0.003,-0.001,-0.004
4432,,,,,,,,deleting,-0.003,-0.001,-0.004
4433,,,,,,,,forgot,-0.003,-0.001,-0.004
4434,,,,,,,,forgotten,-0.003,-0.001,-0.004
4435,,,,,,,,irretrievable,-0.003,-0.001,-0.004
4436,,,,,,,,reset,-0.003,-0.001,-0.004
4437,,,,,,,,scroll,-0.003,-0.001,-0.004
4438,,,,,,,,afrl,-0.003,-0.001,-0.004
4439,,,,,,,,afrls,-0.003,-0.001,-0.004
4440,,,,,,,,antonio,-0.003,-0.001,-0.005
4441,,,,,,,,dual,-0.003,-0.001,-0.005
4442,,,,,,,,equip,-0.003,-0.001,-0.005
4443,,,,,,,,graduates,-0.003,-0.001,-0.005
4444,,,,,,,,mdms,-0.003,-0.001,-0.005
4445,,,,,,,,attend,-0.003,-0.001,-0.005
4446,,,,,,,,linux,-0.003,-0.001,-0.005
4447,,,,,,,,cambridge,-0.003,-0.001,-0.005
4448,,,,,,,,injects,-0.003,-0.001,-0.005
4449,,,,,,,,overflows,-0.003,-0.001,-0.005
4450,,,,,,,,welltested,-0.003,-0.001,-0.005
4451,,,,,,,,inaccurate,-0.003,-0.001,-0.006
4452,,,,,,,,isomorphic,-0.003,-0.001,-0.006
4453,,,,,,,,retraining,-0.003,-0.001,-0.006
4454,,,,,,,,exponentially,-0.003,-0.001,-0.006
4455,,,,,,,,secops,-0.003,-0.001,-0.006
4456,,,,,,,,inherently,-0.003,-0.001,-0.006
4457,,,,,,,,lens,-0.003,-0.001,-0.006
4458,,,,,,,,super,-0.003,-0.001,-0.006
4459,,,,,,,,superintelligence,-0.003,-0.001,-0.006
4460,,,,,,,,superwisdom,-0.003,-0.001,-0.006
4461,,,,,,,,wise,-0.003,-0.001,-0.006
4462,,,,,,,,achievable,-0.003,-0.001,-0.006
4463,,,,,,,,ceos,-0.003,-0.001,-0.006
4464,,,,,,,,items,-0.003,-0.001,-0.006
4465,,,,,,,,worker,-0.003,-0.001,-0.006
4466,,,,,,,,xembly,-0.003,-0.001,-0.006
4467,,,,,,,,sizes,-0.003,-0.001,-0.006
4468,,,,,,,,removed,-0.003,-0.001,-0.007
4469,,,,,,,,value,-0.003,-0.001,-0.015
4470,,,,,,,,introduce,-0.004,-0.001,0.001
4471,,,,,,,,alarmist,-0.004,-0.001,0
4472,,,,,,,,extinction,-0.004,-0.001,0
4473,,,,,,,,norms,-0.004,-0.001,0
4474,,,,,,,,runaway,-0.004,-0.001,0
4475,,,,,,,,surpasses,-0.004,-0.001,0
4476,,,,,,,,welcomed,-0.004,-0.001,0
4477,,,,,,,,backlash,-0.004,-0.001,0
4478,,,,,,,,germline,-0.004,-0.001,0
4479,,,,,,,,jiankui,-0.004,-0.001,0
4480,,,,,,,,lacks,-0.004,-0.001,0
4481,,,,,,,,moratorium,-0.004,-0.001,0
4482,,,,,,,,automotive,-0.004,-0.001,-0.002
4483,,,,,,,,costly,-0.004,-0.001,-0.003
4484,,,,,,,,keys,-0.004,-0.001,-0.003
4485,,,,,,,,protocol,-0.004,-0.001,-0.003
4486,,,,,,,,quantumenabled,-0.004,-0.001,-0.003
4487,,,,,,,,quantumsecure,-0.004,-0.001,-0.003
4488,,,,,,,,route,-0.004,-0.001,-0.003
4489,,,,,,,,routing,-0.004,-0.001,-0.003
4490,,,,,,,,blackbird,-0.004,-0.001,-0.003
4491,,,,,,,,quothow,-0.004,-0.001,-0.003
4492,,,,,,,,zero,-0.004,-0.001,-0.003
4493,,,,,,,,braininspired,-0.004,-0.001,-0.004
4494,,,,,,,,winning,-0.004,-0.001,-0.004
4495,,,,,,,,aiquot,-0.004,-0.001,-0.004
4496,,,,,,,,gmlp,-0.004,-0.001,-0.004
4497,,,,,,,,mlbased,-0.004,-0.001,-0.004
4498,,,,,,,,ozempic,-0.004,-0.001,-0.005
4499,,,,,,,,adversarial,-0.004,-0.001,-0.005
4500,,,,,,,,adjusts,-0.004,-0.001,-0.005
4501,,,,,,,,band,-0.004,-0.001,-0.005
4502,,,,,,,,compares,-0.004,-0.001,-0.005
4503,,,,,,,,dashboard,-0.004,-0.001,-0.005
4504,,,,,,,,discreet,-0.004,-0.001,-0.005
4505,,,,,,,,drink,-0.004,-0.001,-0.005
4506,,,,,,,,hydrated,-0.004,-0.001,-0.005
4507,,,,,,,,hydration,-0.004,-0.001,-0.005
4508,,,,,,,,notifications,-0.004,-0.001,-0.005
4509,,,,,,,,reminding,-0.004,-0.001,-0.005
4510,,,,,,,,tracker,-0.004,-0.001,-0.005
4511,,,,,,,,assistantshere,-0.004,-0.001,-0.005
4512,,,,,,,,assistantsthe,-0.004,-0.001,-0.005
4513,,,,,,,,browsers,-0.004,-0.001,-0.005
4514,,,,,,,,contentyour,-0.004,-0.001,-0.005
4515,,,,,,,,copilotquot,-0.004,-0.001,-0.005
4516,,,,,,,,enginesthese,-0.004,-0.001,-0.005
4517,,,,,,,,includingcompleting,-0.004,-0.001,-0.005
4518,,,,,,,,languagesanswering,-0.004,-0.001,-0.005
4519,,,,,,,,queriestranslating,-0.004,-0.001,-0.005
4520,,,,,,,,questionsgenerating,-0.004,-0.001,-0.005
4521,,,,,,,,quotyour,-0.004,-0.001,-0.005
4522,,,,,,,,reinventing,-0.004,-0.001,-0.005
4523,,,,,,,,typethe,-0.004,-0.001,-0.005
4524,,,,,,,,superhuman,-0.004,-0.001,-0.006
4525,,,,,,,,adults,-0.004,-0.001,-0.006
4526,,,,,,,,irvine,-0.004,-0.001,-0.006
4527,,,,,,,,chatbotshere,-0.004,-0.001,-0.006
4528,,,,,,,,pcori,-0.004,-0.001,-0.006
4529,,,,,,,,today’s,-0.004,-0.001,-0.007
4530,,,,,,,,democratization,-0.004,-0.001,-0.007
4531,,,,,,,,backoffice,-0.004,-0.001,-0.007
4532,,,,,,,,invoice,-0.004,-0.001,-0.007
4533,,,,,,,,suites,-0.004,-0.001,-0.007
4534,,,,,,,,remote,-0.004,-0.001,-0.008
4535,,,,,,,,lifesaving,-0.004,-0.001,-0.008
4536,,,,,,,,employee,-0.004,-0.001,-0.009
4537,,,,,,,,becoming,-0.004,-0.001,-0.009
4538,,,,,,,,unreliable,-0.004,-0.001,-0.01
4539,,,,,,,,vaccinated,-0.005,-0.001,0.012
4540,,,,,,,,adversary,-0.005,-0.001,0.003
4541,,,,,,,,remdesivir,-0.005,-0.001,0.001
4542,,,,,,,,supercomputer,-0.005,-0.001,0
4543,,,,,,,,prime,-0.005,-0.001,-0.002
4544,,,,,,,,distressing,-0.005,-0.001,-0.002
4545,,,,,,,,psychological,-0.005,-0.001,-0.002
4546,,,,,,,,rewire,-0.005,-0.001,-0.002
4547,,,,,,,,minimizes,-0.005,-0.001,-0.002
4548,,,,,,,,executives,-0.005,-0.001,-0.003
4549,,,,,,,,antiviral,-0.005,-0.001,-0.003
4550,,,,,,,,powering,-0.005,-0.001,-0.003
4551,,,,,,,,quotnvidias,-0.005,-0.001,-0.003
4552,,,,,,,,teraflops,-0.005,-0.001,-0.003
4553,,,,,,,,dominating,-0.005,-0.001,-0.003
4554,,,,,,,,iqvia,-0.005,-0.001,-0.003
4555,,,,,,,,pharmas,-0.005,-0.001,-0.003
4556,,,,,,,,pipeline,-0.005,-0.001,-0.003
4557,,,,,,,,decides,-0.005,-0.001,-0.004
4558,,,,,,,,supplements,-0.005,-0.001,-0.004
4559,,,,,,,,fullfledged,-0.005,-0.001,-0.004
4560,,,,,,,,heralds,-0.005,-0.001,-0.004
4561,,,,,,,,onset,-0.005,-0.001,-0.004
4562,,,,,,,,peerreviewed,-0.005,-0.001,-0.004
4563,,,,,,,,citizen,-0.005,-0.001,-0.004
4564,,,,,,,,guardrails,-0.005,-0.001,-0.004
4565,,,,,,,,panaceas,-0.005,-0.001,-0.005
4566,,,,,,,,finds,-0.005,-0.001,-0.005
4567,,,,,,,,gamechanging,-0.005,-0.001,-0.005
4568,,,,,,,,gigabytes,-0.005,-0.001,-0.005
4569,,,,,,,,conferences,-0.005,-0.001,-0.005
4570,,,,,,,,attacksquot,-0.005,-0.001,-0.005
4571,,,,,,,,legally,-0.005,-0.001,-0.005
4572,,,,,,,,attributes,-0.005,-0.001,-0.006
4573,,,,,,,,stop,-0.005,-0.001,-0.006
4574,,,,,,,,worry,-0.005,-0.001,-0.006
4575,,,,,,,,featured,-0.005,-0.001,-0.006
4576,,,,,,,,showcased,-0.005,-0.001,-0.006
4577,,,,,,,,succeeding,-0.005,-0.001,-0.006
